Track,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
The Invisible Man - Remastered 2011,The Miracle,1989,237680,4,0.704,0.793,0,-6.94,1,0.0423,0.194,0.0166,0.326,0.565,119.989,14
The Miracle - Remastered 2011,The Miracle,1989,301360,4,0.483,0.651,1,-6.021,1,0.0269,0.156,0,0.554,0.539,92.14,15
Was It All Worth It - Remastered 2011,The Miracle,1989,347800,4,0.16,0.867,9,-5.265,0,0.0876,0.2,0.0000468,0.0896,0.135,179.657,10
All God's People - Remastered 2011,Innuendo,1991,261653,3,0.206,0.795,5,-8.063,1,0.111,0.229,0.00198,0.304,0.212,181.631,18
Bijou - 2011 Remaster,Innuendo,1991,216867,4,0.212,0.391,2,-9.771,0,0.038,0.93,0.429,0.352,0.056,69.029,21
Delilah - Remastered 2011,Innuendo,1991,214560,4,0.727,0.507,7,-9.443,1,0.0294,0.388,0.0000245,0.12,0.549,109.076,23
Don't Try So Hard - 2011 Remaster,Innuendo,1991,219827,3,0.289,0.425,4,-7.004,0,0.0304,0.724,0.0000209,0.235,0.132,104.382,21
Headlong - Remastered 2011,Innuendo,1991,277773,4,0.567,0.911,2,-5.26,1,0.0975,0.196,0.00000712,0.127,0.371,143.983,39
I Can't Live With You - Remastered 2011,Innuendo,1991,273560,4,0.471,0.876,9,-4.115,1,0.0937,0.381,0,0.212,0.443,91.729,23
I'm Going Slightly Mad - Remastered 2011,Innuendo,1991,262933,4,0.638,0.834,9,-6.32,0,0.0536,0.572,0.0000121,0.189,0.31,115.631,32
Innuendo - Remastered 2011,Innuendo,1991,393027,4,0.209,0.731,1,-5.751,1,0.0665,0.185,0.00484,0.296,0.172,74.168,39
Ride The Wild Wind - Remastered 2011,Innuendo,1991,282920,4,0.581,0.866,0,-7.964,1,0.0455,0.0046,0.00813,0.333,0.349,113.823,20
The Hitman - Remastered 2011,Innuendo,1991,296627,4,0.315,0.982,3,-4.71,0,0.13,0.00375,0.0241,0.428,0.0929,90.021,21
The Show Must Go On - Remastered 2011,Innuendo,1991,277827,4,0.304,0.686,11,-6.928,0,0.0346,0.414,0,0.112,0.175,83.382,52
These Are The Days Of Our Lives - 2011 Remaster,Innuendo,1991,255040,4,0.692,0.402,0,-9.628,1,0.0299,0.373,0.000117,0.0607,0.551,112.649,42
(You're So Square) Baby I Don't Care - Live at Wembley '86,Live At Wembley Stadium,1995,96227,4,0.461,0.93,3,-4.403,1,0.0684,0.626,0.0116,0.708,0.365,100.153,16
A Kind Of Magic - Live at Wembley '86,Live At Wembley Stadium,1995,521373,4,0.28,0.953,2,-4.014,1,0.152,0.0653,0.0288,0.697,0.154,134.262,23
Another One Bites The Dust - Live at Wembley '86,Live At Wembley Stadium,1995,358933,4,0.534,0.984,4,-5.058,0,0.297,0.126,0.00199,0.982,0.114,115.991,24
Bohemian Rhapsody - Live at Wembley '86,Live At Wembley Stadium,1995,350573,4,0.238,0.934,0,-3.946,0,0.132,0.509,0.0000756,0.901,0.277,149.686,31
Brighton Rock Solo - Live at Wembley '86,Live At Wembley Stadium,1995,550827,4,0.259,0.9,4,-7.714,0,0.168,0.881,0.86,0.964,0.159,148.337,15
Gimme Some Lovin' - Live at Wembley '86,Live At Wembley Stadium,1995,54960,4,0.296,0.984,6,-4.491,0,0.0929,0.00935,0.203,0.584,0.122,155.895,15
Hello Mary Lou (Goodbye Heart) - Live at Wembley '86,Live At Wembley Stadium,1995,110667,4,0.456,0.959,1,-3.778,1,0.387,0.598,0.0000108,0.779,0.247,96.773,18
I Want To Break Free - Live at Wembley '86,Live At Wembley Stadium,1995,214200,4,0.429,0.952,4,-4.326,1,0.119,0.168,0.0151,0.974,0.281,117.987,26
Impromptu - Live at Wembley '86,Live At Wembley Stadium,1995,176907,4,0.306,0.917,7,-6.042,0,0.0912,0.182,0.103,0.39,0.347,121.455,16
In The Lap Of The Gods - Live at Wembley '86,Live At Wembley Stadium,1995,149493,3,0.282,0.717,2,-5.308,1,0.0396,0.0996,0.00041,0.157,0.169,127.883,19
Is This The World We Created - Live at Wembley '86,Live At Wembley Stadium,1995,178440,4,0.236,0.504,1,-6.938,1,0.0387,0.785,0.0000228,0.644,0.107,82.352,16
Love Of My Life - Live at Wembley,Live At Wembley Stadium,1995,288800,3,0.181,0.63,2,-9.375,1,0.125,0.754,0.000431,0.989,0.109,62.82,27
Now I'm Here - Live at Wembley '86,Live At Wembley Stadium,1995,380173,4,0.225,0.992,9,-4.267,1,0.119,0.0208,0.219,0.921,0.232,146.661,16
One Vision - Live at Wembley '86,Live At Wembley Stadium,1995,349733,4,0.26,0.99,7,-3.498,1,0.128,0.00202,0.00416,0.779,0.0885,128.29,23
Seven Seas Of Rhye - Live at Wembley '86,Live At Wembley Stadium,1995,78440,4,0.186,0.973,7,-3.358,1,0.0818,0.262,0.00000988,0.632,0.21,131.4,20
Tear It Up - Live at Wembley '86,Live At Wembley Stadium,1995,132227,4,0.153,0.985,7,-3.974,1,0.0899,0.0317,0.000383,0.747,0.182,96.463,18
Tie Your Mother Down - Live at Wembley '86,Live At Wembley Stadium,1995,246040,4,0.21,0.995,7,-3.173,1,0.113,0.0469,0.000124,0.821,0.0395,145.096,22
Tutti Frutti - Live at Wembley '86,Live At Wembley Stadium,1995,204240,4,0.276,0.993,4,-2.991,1,0.108,0.6,0.0211,0.697,0.14,97.273,18
Under Pressure - Live at Wembley '86,Live At Wembley Stadium,1995,221000,4,0.381,0.983,2,-3.379,1,0.161,0.211,0.00176,0.978,0.294,121.907,29
Who Wants To Live Forever - Live at Wembley '86,Live At Wembley Stadium,1995,247560,4,0.171,0.708,2,-5.819,0,0.0536,0.498,0.00244,0.706,0.0934,78.178,22
A Winter's Tale - 2011 Remaster,Made in Heaven,1995,230160,4,0.365,0.564,11,-6.365,1,0.0323,0.177,0,0.314,0.138,53.511,11
Heaven For Everyone - Remastered 2011,Made in Heaven,1995,336160,4,0.596,0.426,0,-9.763,1,0.0285,0.293,0.00000137,0.171,0.27,110.183,11
I Was Born To Love You - 2011 Remaster,Made in Heaven,1995,289813,4,0.451,0.907,8,-6.134,1,0.0829,0.0836,0,0.0969,0.51,139.084,13
It's A Beautiful Day - Remastered 2011,Made in Heaven,1995,154067,3,0.226,0.131,2,-13.386,1,0.0378,0.668,0.0000649,0.0844,0.0367,113.963,13
It's A Beautiful Day (Reprise) - Remastered 2011,Made in Heaven,1995,180453,4,0.24,0.609,7,-10.072,1,0.0493,0.0661,0.0122,0.612,0.0429,127.918,9
Let Me Live - Remastered 2011,Made in Heaven,1995,286027,4,0.425,0.661,0,-6.84,1,0.03,0.18,0,0.207,0.44,77.302,13
Made In Heaven - 2011 Remaster,Made in Heaven,1995,324920,4,0.407,0.736,5,-5.825,0,0.0474,0.191,0,0.3,0.365,77.611,17
Mother Love - 2011 Remaster,Made in Heaven,1995,286173,4,0.373,0.412,7,-7.862,0,0.0328,0.229,0.000577,0.411,0.237,184.109,13
My Life Has Been Saved - Remastered 2011,Made in Heaven,1995,195387,4,0.344,0.584,7,-7.344,1,0.0296,0.0823,0.00000125,0.145,0.309,204.165,11
Too Much Love Will Kill You - Remastered 2011,Made in Heaven,1995,259213,4,0.386,0.396,7,-7.6,1,0.0298,0.582,0.0000569,0.159,0.211,145.259,14
Untitled - Remastered 2011,Made in Heaven,1995,1354933,5,0.165,0.0124,2,-31.607,1,0.054,0.681,0.913,0.0803,0.0311,129.457,8
You Don't Fool Me - Remastered 2011,Made in Heaven,1995,324853,4,0.59,0.829,4,-6.494,0,0.036,0.103,0.0000868,0.381,0.579,121.965,11
Action This Day - Live,On Fire: Live At The Bowl,2004,292520,4,0.341,0.98,7,-4.279,1,0.115,0.00922,0.000818,0.994,0.233,172.431,8
Back Chat - Live,On Fire: Live At The Bowl,2004,300973,4,0.523,0.953,7,-5.273,1,0.114,0.0294,0.0358,0.968,0.577,133.686,9
Bohemian Rhapsody - Live,On Fire: Live At The Bowl,2004,338200,4,0.255,0.803,3,-6.142,1,0.0679,0.458,0.0000296,0.696,0.172,151.664,12
Crazy Little Thing Called Love - Live,On Fire: Live At The Bowl,2004,255013,4,0.311,0.948,7,-3.929,1,0.0734,0.099,0.0073,0.919,0.41,151.471,9
Dragon Attack - Live,On Fire: Live At The Bowl,2004,256013,4,0.284,0.969,2,-6.731,0,0.205,0.000739,0.164,0.923,0.334,92.868,9
Fat Bottomed Girls - Live,On Fire: Live At The Bowl,2004,325147,3,0.258,0.945,2,-4.755,1,0.186,0.0896,0.00772,0.963,0.154,118.954,13
Flash - Live,On Fire: Live At The Bowl,2004,114173,4,0.308,0.988,4,-9.369,0,0.099,0.0000928,0.898,0.408,0.039,111.013,8
"Get Down, Make Love - Live",On Fire: Live At The Bowl,2004,219560,4,0.28,0.737,4,-7.215,1,0.159,0.707,0.0134,0.595,0.104,161.629,6
Guitar Solo - Live,On Fire: Live At The Bowl,2004,382400,4,0.262,0.662,4,-12.622,1,0.102,0.882,0.813,0.426,0.156,152.66,5
Love Of My Life - Live,On Fire: Live At The Bowl,2004,262293,4,0.203,0.483,2,-12.295,1,0.0813,0.771,0.00000397,0.952,0.184,80.361,10
Now I'm Here - Live,On Fire: Live At The Bowl,2004,378200,4,0.187,0.943,9,-5.623,1,0.231,0.121,0.00258,0.932,0.132,156.232,7
Now I'm Here (Reprise) - Live,On Fire: Live At The Bowl,2004,140533,3,0.309,0.571,2,-10.741,1,0.193,0.187,0.00195,0.855,0.129,87.273,5
Play The Game - Live,On Fire: Live At The Bowl,2004,270600,4,0.206,0.839,0,-5.14,1,0.0663,0.171,0.0000021,0.425,0.129,168.278,9
Save Me - Live,On Fire: Live At The Bowl,2004,240760,4,0.186,0.718,7,-5.047,1,0.0461,0.105,0.000141,0.934,0.26,84.744,9
Somebody To Love - Live,On Fire: Live At The Bowl,2004,473307,3,0.312,0.919,8,-5.069,1,0.114,0.141,0.00000616,0.866,0.303,120.01,12
Staying Power - Live,On Fire: Live At The Bowl,2004,243293,4,0.391,0.986,0,-4.786,0,0.226,0.00367,0.000075,0.955,0.0786,132.874,8
The Hero - Live,On Fire: Live At The Bowl,2004,104760,4,0.204,0.971,9,-3.331,1,0.0715,0.00108,0.00222,0.977,0.224,125.233,9
Tie Your Mother Down - Live,On Fire: Live At The Bowl,2004,249760,4,0.171,0.982,2,-4.051,1,0.106,0.0177,0.0825,0.966,0.0608,151.212,8
Under Pressure - Live,On Fire: Live At The Bowl,2004,227427,4,0.49,0.962,2,-4.342,1,0.121,0.0714,0.0171,0.941,0.343,123.973,11
We Will Rock You (Fast) - Live,On Fire: Live At The Bowl,2004,197587,4,0.111,0.975,9,-3.898,1,0.121,0.00295,0.000175,0.939,0.0727,174.851,11
Crazy Little Thing Called Love - Live,Queen Rock Montreal,2007,255600,4,0.319,0.873,7,-5.773,1,0.0898,0.00234,0.0107,0.694,0.342,158.053,22
Dragon Attack - Live,Queen Rock Montreal,2007,191760,4,0.479,0.937,0,-5.34,0,0.111,0.0000951,0.0699,0.296,0.522,91.347,20
Drum And Tympani Solo - Live,Queen Rock Montreal,2007,180067,4,0.282,0.562,8,-11.564,1,0.0466,0.0542,0.845,0.0846,0.34,82.39,18
Flash - Live,Queen Rock Montreal,2007,131147,4,0.566,0.861,2,-5.381,1,0.0478,0.00238,0.0181,0.762,0.308,113.739,16
"Get Down, Make Love - Live",Queen Rock Montreal,2007,285933,4,0.324,0.796,8,-6.666,1,0.26,0.339,0.00512,0.962,0.127,103.646,20
Guitar Solo - Live,Queen Rock Montreal,2007,311187,4,0.287,0.693,7,-10.629,1,0.081,0.649,0.93,0.906,0.205,146.565,15
I'm In Love With My Car - Live,Queen Rock Montreal,2007,123333,3,0.212,0.962,7,-4.759,1,0.178,0.000112,0.00103,0.866,0.448,159.824,21
Intro - Live,Queen Rock Montreal,2007,119320,3,0.122,0.63,4,-9.143,1,0.103,0.00261,0.96,0.946,0.133,92.26,18
Keep Yourself Alive - Live,Queen Rock Montreal,2007,209293,4,0.385,0.951,5,-4.901,0,0.141,0.000654,0.0195,0.278,0.52,143.032,22
Killer Queen - Live,Queen Rock Montreal,2007,119933,4,0.556,0.884,0,-4.969,0,0.0613,0.0491,0.00000416,0.531,0.695,122.076,24
Let Me Entertain You - Live,Queen Rock Montreal,2007,168693,4,0.318,0.987,11,-4.163,0,0.215,0.00037,0.0000386,0.995,0.186,78.704,22
Love Of My Life - Live,Queen Rock Montreal,2007,236573,4,0.305,0.286,2,-13.613,1,0.0377,0.724,0.00000207,0.953,0.197,90.091,25
Now I'm Here - Live,Queen Rock Montreal,2007,331600,4,0.264,0.959,9,-5.23,1,0.22,0.000951,0.0107,0.456,0.182,152.163,19
Now I'm Here (Reprise) - Live,Queen Rock Montreal,2007,113107,4,0.287,0.858,0,-8.247,1,0.328,0.0103,0.253,0.719,0.147,78.888,18
Play The Game - Live,Queen Rock Montreal,2007,237467,4,0.233,0.822,0,-4.852,1,0.0525,0.0232,0.0000134,0.986,0.218,167.032,24
Save Me - Live,Queen Rock Montreal,2007,254733,4,0.31,0.698,7,-5.28,1,0.0408,0.0249,0.000038,0.728,0.25,82.633,21
Somebody To Love - Live,Queen Rock Montreal,2007,473307,3,0.425,0.885,8,-5.131,1,0.113,0.0226,0.00000395,0.894,0.283,113.688,30
The Hero - Live,Queen Rock Montreal,2007,111440,4,0.232,0.919,9,-4.627,1,0.142,0.0000638,0.0294,0.699,0.356,114.621,15
Under Pressure - Live,Queen Rock Montreal,2007,229280,4,0.453,0.941,2,-4.383,1,0.0834,0.00125,0.000776,0.988,0.225,115.261,25
We Will Rock You (Fast) - Live,Queen Rock Montreal,2007,186107,4,0.146,0.983,9,-3.97,1,0.177,0.0000998,0.00321,0.945,0.0932,179.286,26
Drowse - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,223307,3,0.438,0.568,2,-10.143,1,0.0332,0.176,0.0000154,0.13,0.405,145.215,25
Good Old-Fashioned Lover Boy - Live On BBC Top Of The Pops / July 1977,A Day At The Races (Deluxe Remastered Version),2009,171240,4,0.549,0.632,3,-6.832,1,0.0355,0.836,0.00000104,0.298,0.534,97.892,26
Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,173173,4,0.545,0.454,3,-6.706,1,0.0302,0.566,0,0.0541,0.393,96.784,63
Long Away - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,213413,4,0.495,0.741,9,-6.464,1,0.0398,0.162,0.00000116,0.266,0.296,116.746,25
Somebody To Love - Live At Milton Keynes Bowl / June 1982,A Day At The Races (Deluxe Remastered Version),2009,475373,3,0.29,0.885,8,-6.764,1,0.122,0.204,0.0000164,0.983,0.284,119.889,19
Somebody To Love - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,296493,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,67
Teo Torriatte (Let Us Cling Together) - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,355667,4,0.275,0.241,2,-10.244,1,0.0289,0.642,0.00000587,0.0999,0.111,140.984,26
Teo Torriatte (Let Us Cling Together) - Remastered 2011 / HD Mix,A Day At The Races (Deluxe Remastered Version),2009,287387,4,0.369,0.342,2,-9.03,1,0.0268,0.561,0,0.141,0.128,71.059,14
The Millionaire Waltz - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,295347,4,0.322,0.343,10,-7.595,1,0.0332,0.634,0.00000838,0.126,0.373,96.133,31
Tie Your Mother Down - Backing Track Mix,A Day At The Races (Deluxe Remastered Version),2009,228067,4,0.436,0.859,2,-7.241,1,0.0342,0.00254,0.429,0.208,0.586,135.809,15
Tie Your Mother Down - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,286693,4,0.327,0.886,2,-5.6,1,0.0722,0.094,0.000195,0.35,0.16,134.991,44
White Man - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,298133,4,0.31,0.681,2,-7.809,0,0.0682,0.0832,0,0.258,0.264,143.273,22
You And I - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,206160,4,0.528,0.868,2,-5.759,1,0.0581,0.0781,0.00309,0.437,0.54,134.382,35
You Take My Breath Away - Live In Hyde Park / September 1976,A Day At The Races (Deluxe Remastered Version),2009,186787,3,0.446,0.216,0,-10.926,0,0.035,0.878,0,0.838,0.299,72.406,16
You Take My Breath Away - Remastered 2011,A Day At The Races (Deluxe Remastered Version),2009,306480,4,0.236,0.216,3,-15.132,1,0.0456,0.953,0.0000593,0.142,0.0751,183.314,31
"39 - Live At Earl’s Court, London / June 1977",A Night At The Opera (Deluxe Remastered Version),2009,226480,4,0.48,0.584,7,-9.455,1,0.0407,0.351,0,0.695,0.207,101.771,24
39 - Remastered 2011,A Night At The Opera (Deluxe Remastered Version),2009,210800,4,0.519,0.584,8,-9.67,1,0.027,0.0275,0,0.111,0.337,101.632,45
